label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-2.80521,-4.08397,-4.08397,-2.70376,-0.906432,-0.108215,-1.40182,-1.83599,-2.22065,-2.32809,-2.55249,-2.76175,-2.70376,-2.47118,-2.8287,-1.75153,12132,
