label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,3106,-0.591412,1883,-0.808672,2423,-0.699221,2557,-0.675853,1408,-0.934842,609,-1.29842,91,-2.11997,6,-3.23866,27,-2.6366,16,-2.8533,0,-4.08375,0,-4.08375,0,-4.08375,0,-4.08375,0,-4.08375,0,-4.08375,12126,
