label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,3683,-0.517219,1611,-0.876173,1983,-0.785997,1904,-0.803643,1392,-0.939587,1056,-1.05946,285,-1.62717,100,-2.07922,54,-2.34318,12,-2.9696,10,-3.04215,0,-4.08354,10,-3.04215,0,-4.08354,0,-4.08354,20,-2.76132,12120,
