label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-2.805,-4.08375,-4.08375,-2.49269,-0.835045,-0.127681,-1.29914,-1.92539,-1.99739,-2.45028,-2.66878,-2.82848,-2.87963,-2.421,-2.65239,-1.74133,12126,
