label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,3185,-0.580508,1899,-0.805,2331,-0.716025,2444,-0.695475,1443,-0.924186,647,-1.27218,120,-2.00097,14,-2.90766,13,-2.93763,24,-2.68581,6,-3.23866,0,-4.08375,0,-4.08375,0,-4.08375,0,-4.08375,0,-4.08375,12126,
