label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-2.80521,-4.08397,-4.08397,-2.56545,-0.901839,-0.110148,-1.38154,-1.84844,-2.22664,-2.32809,-2.63681,-2.76175,-2.76175,-2.385,-2.8287,-1.75153,12132,
