label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-2.80521,-4.08397,-4.08397,-2.70376,-0.907877,-0.106839,-1.42027,-1.82152,-2.29158,-2.32809,-2.50418,-2.85352,-2.70376,-2.47118,-2.8287,-1.75153,12132,
