label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,3473,-0.542924,1714,-0.849489,2115,-0.758238,2148,-0.751517,1549,-0.893422,814,-1.1726,201,-1.7784,50,-2.37618,26,-2.65239,11,-3.00457,5,-3.3056,0,-4.08375,0,-4.08375,8,-3.12951,6,-3.23866,6,-3.23866,12126,
