label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-2.62071,-2.62071,-2.90702,-2.04968,-0.903269,-0.205852,-0.946071,-1.39916,-1.69394,-1.83514,-2.08311,-2.11932,-2.60599,-2.35071,-2.59175,-1.59315,12108,
