label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,2833,-0.630708,2018,-0.777972,2971,-0.610059,2459,-0.692173,1149,-1.02241,457,-1.42224,116,-2.01492,48,-2.39291,28,-2.62071,0,-4.08311,0,-4.08311,0,-4.08311,5,-3.30496,0,-4.08311,0,-4.08311,24,-2.68517,12108,
