label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-3.18002,-3.18002,-3.12887,-2.44964,-0.960892,-0.115794,-1.23988,-1.67149,-2.14359,-2.23801,-2.62071,-2.74069,-2.74069,-2.66813,-2.76089,-1.73286,12108,
