label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-3.18002,-3.18002,-4.08311,-2.53904,-1.0285,-0.0965605,-1.34671,-1.67827,-2.16403,-2.82784,-2.53904,-2.43966,-2.65174,-2.87899,-2.82784,-1.77561,12108,
