label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,2647,-0.66019,2077,-0.765463,3641,-0.521768,2666,-0.657085,836,-1.16038,137,-1.94323,41,-2.45986,22,-2.72138,11,-3.00393,0,-4.08311,0,-4.08311,6,-3.23801,0,-4.08311,0,-4.08311,0,-4.08311,24,-2.68517,12108,
