label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-4.08311,-2.90702,-4.08311,-2.62071,-1.08572,-0.0842389,-1.34275,-1.96584,-2.13863,-2.4299,-2.50332,-2.96916,-2.87899,-2.85266,-2.7029,-1.80895,12108,
