label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-3.18002,-2.85266,-2.76089,-2.20229,-0.899554,-0.156509,-1.16771,-1.44362,-1.83514,-2.01492,-2.15369,-2.49204,-2.7029,-2.45986,-2.62071,-1.66981,12108,
