label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,2645,-0.660518,2096,-0.76151,3530,-0.535211,2627,-0.663483,943,-1.10814,159,-1.87899,41,-2.45986,27,-2.63595,10,-3.04172,0,-4.08311,6,-3.23801,0,-4.08311,0,-4.08311,0,-4.08311,0,-4.08311,24,-2.68517,12108,
