label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-4.08311,-2.90702,-4.08311,-2.53904,-1.06524,-0.0878681,-1.33337,-1.94639,-2.11463,-2.37554,-2.57796,-2.80435,-3.23801,-2.66813,-2.76089,-1.80207,12108,
