label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,2758,-0.642357,2018,-0.777972,3246,-0.571626,2564,-0.674021,1104,-1.03975,273,-1.64536,76,-2.19662,20,-2.76089,14,-2.90702,6,-3.23801,5,-3.30496,0,-4.08311,0,-4.08311,0,-4.08311,0,-4.08311,24,-2.68517,12108,
