label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-3.18002,-4.08311,-2.57796,-2.39291,-0.910505,-0.134207,-1.20574,-1.59456,-1.9932,-2.14359,-2.4299,-2.7029,-2.65174,-2.80435,-2.66813,-1.6975,12108,
