label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,3817,-0.501272,1730,-0.844811,1824,-0.821845,1410,-0.933581,1038,-1.06649,699,-1.23801,416,-1.46297,433,-1.44562,213,-1.75269,156,-1.88721,117,-2.01123,92,-2.11463,31,-2.57796,27,-2.63595,16,-2.85266,89,-2.12887,12108,
