label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-3.18002,-3.18002,-4.08311,-2.53904,-1.05944,-0.0895398,-1.33337,-1.85522,-2.20805,-2.38414,-2.44964,-2.80435,-3.23801,-2.7029,-2.90702,-1.78426,12108,
