label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-3.18002,-3.18002,-4.08311,-2.53904,-1.04608,-0.0924587,-1.31893,-1.83514,-2.17462,-2.53904,-2.40187,-2.62071,-3.08311,-2.96916,-2.80435,-1.77561,12108,
