label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-4.08311,-4.08311,-2.90702,-2.65174,-1.16298,-0.0748915,-1.35801,-1.94957,-2.18548,-2.52681,-2.93698,-2.66813,-2.50332,-2.93698,-2.93698,-1.85522,12108,
