label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-4.08311,-4.08311,-2.74069,-2.74069,-1.12887,-0.0780565,-1.3671,-1.93698,-2.14861,-2.72138,-2.66813,-2.52681,-3.12887,-2.63595,-2.80435,-1.84256,12108,
