label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,2681,-0.65465,2082,-0.764419,3450,-0.545163,2598,-0.668302,1013,-1.07707,180,-1.82543,29,-2.60599,35,-2.52681,10,-3.04172,0,-4.08311,6,-3.23801,0,-4.08311,0,-4.08311,0,-4.08311,0,-4.08311,24,-2.68517,12108,
