label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-4.08418,-2.80543,-4.08418,-3.12994,-1.12229,-0.0799045,-1.36568,-1.83376,-2.26464,-2.44073,-2.72246,-2.52788,-2.82891,-2.52788,-2.85373,-1.85887,12138,
