label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-2.80521,-4.08397,-4.08397,-3.12973,-1.06987,-0.0836209,-1.3747,-1.98016,-2.29158,-2.42121,-2.29158,-2.70376,-2.74155,-2.68603,-3.30582,-1.80293,12132,
