label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,3193,-0.580063,2697,-0.653356,4347,-0.446108,1600,-0.880006,165,-1.86429,90,-2.12536,24,-2.68646,8,-3.13016,10,-3.043,0,-4.0844,0,-4.0844,10,-3.043,0,-4.0844,0,-4.0844,0,-4.0844,0,-4.0844,12144,
