label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-2.80521,-4.08397,-4.08397,-2.68603,-0.864908,-0.125452,-1.28119,-1.72986,-2.06693,-2.70376,-2.74155,-2.56545,-2.4505,-2.6526,-2.63681,-1.75153,12132,
