label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-2.80511,-4.08386,-4.08386,-2.56535,-0.957729,-0.0987039,-1.41361,-1.83344,-2.46061,-2.30571,-2.44041,-2.4928,-3.00468,-2.6367,-3.00468,-1.76789,12129,
