label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-2.80564,-4.0844,-4.0844,-3.13016,-1.14538,-0.0930828,-1.22888,-1.72646,-2.03518,-2.28506,-2.45093,-2.70419,-2.74197,-2.70419,-3.043,-1.75196,12144,
