label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,3079,-0.595847,2579,-0.672778,4335,-0.447308,1815,-0.825282,194,-1.79436,90,-2.12536,32,-2.56588,0,-4.0844,10,-3.043,0,-4.0844,0,-4.0844,10,-3.043,0,-4.0844,0,-4.0844,0,-4.0844,0,-4.0844,12144,
