label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,2849,-0.629553,2388,-0.706181,4327,-0.44811,2206,-0.740595,232,-1.71704,106,-2.05501,16,-2.85395,10,-3.043,0,-4.0844,0,-4.0844,0,-4.0844,10,-3.043,0,-4.0844,0,-4.0844,0,-4.0844,0,-4.0844,12144,
