label,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,
0,-3.08408,-3.08408,-4.08408,-3.12983,-1.09418,-0.0816935,-1.3541,-2.01219,-2.27116,-2.23898,-2.48202,-2.85363,-2.59271,-3.00489,-2.72235,-1.83856,12135,
