y,x,Gauss_Curvature,OSI,TAWSS [pa],WSS [pa]
19,13,0.038703,0.0393399,0.934495,2.60097
19,14,0.0478236,0.0350676,0.971664,2.55491
19,15,0.0254885,0.0269116,1.04121,2.47641
19,16,-0.0212357,0.0185184,1.11287,2.32406
19,17,-0.0981468,0.0114966,1.21567,2.30095
19,18,-0.228139,0.00766069,1.41451,2.58243
19,19,-0.258739,0.00525729,1.68339,3.06798
19,20,0.0304185,0.00373601,0.877852,1.4724
19,21,0.0309867,0.00372482,0.884112,1.49047
19,22,-0.0485592,0.000517192,2.25887,4.4531
20,0,-0.585167,0.000267863,2.70227,5.3415
20,1,-0.386479,0.000223687,2.34352,4.64227
20,2,-0.152632,0.00047792,2.0514,4.15952
20,3,-0.0762572,0.00128232,1.91116,4.04623
20,4,-0.0512595,0.00225807,1.89161,4.15097
20,5,-0.0842392,0.00274293,1.89981,4.23819
20,6,-0.0325479,0.00315638,1.74599,3.84711
20,7,-0.00273385,0.00314434,1.44294,2.98509
20,8,0.0156084,0.00250752,1.14914,2.14117
20,9,0.019811,0.0076749,0.925574,1.64953
20,10,0.0143069,0.0224318,0.805751,1.61045
20,11,0.0254164,0.0347916,0.79929,1.889
20,12,0.0126751,0.0389247,0.901327,2.40145
20,13,0.0118597,0.03843,1.01886,2.85158
20,14,0.012655,0.0331483,1.13711,3.08502
20,15,0.0216526,0.024315,1.26526,3.14206
20,16,0.0323897,0.0166613,1.32719,2.92756
20,17,0.0159945,0.00995728,1.41517,2.82021
20,18,-0.0401286,0.00599641,1.61877,3.09909
20,19,-0.165542,0.0041632,1.97802,3.72744
20,20,-0.252348,0.00265025,2.40384,4.52711
20,21,-0.105776,0.00146086,2.799,5.32115
20,22,-0.375508,0.000544295,2.95893,5.76731
21,0,-0.593712,0.000481506,2.41242,4.53034
21,1,-0.1707,0.000307452,2.097,3.98232
21,2,-0.0110078,0.000521425,2.01158,4.00523
21,3,-0.00800476,0.00120198,2.06441,4.3732
21,4,0.0296118,0.00212048,2.0011,4.46895
21,5,0.274719,0.00273328,1.94277,4.453
21,6,0.0552747,0.00297744,1.89503,4.29732
21,7,0.0466478,0.00268071,1.65051,3.564
21,8,0.0299086,0.00181254,1.35734,2.7083
21,9,0.0243196,0.00408964,1.08047,2.03844
21,10,0.055409,0.0142987,0.86618,1.67893
21,11,0.0952736,0.0283846,0.785219,1.76832
21,12,0.116006,0.034863,0.859315,2.23585
21,13,0.118028,0.0334217,1.03508,2.89383
21,14,0.076784,0.0280028,1.31684,3.66143
21,15,-0.0037585,0.0215467,1.53455,3.96916
21,16,-0.044663,0.0152564,1.57936,3.59319
21,17,-0.0792535,0.00919536,1.6814,3.47209
21,18,-0.118414,0.00488807,1.90621,3.77227
21,19,-0.149234,0.00315752,2.21235,4.34079
21,20,-0.177113,0.0025021,2.5243,4.91499
21,21,-0.0834912,0.00177592,2.7025,5.1303
21,22,-0.384838,0.00102513,2.71202,5.07645
22,0,-0.159723,0.000935759,1.82309,3.20723
22,1,-0.306876,0.000391136,1.90711,3.48066
22,2,-0.242533,0.000498826,2.02141,3.91724
22,3,-0.127284,0.000956181,2.1653,4.51276
22,4,-0.122541,0.00150356,2.32416,5.21839
22,5,-0.0724061,0.00199336,2.44247,5.67724
22,6,-0.0227983,0.00217399,2.31615,5.32585
22,7,-0.00551796,0.00175077,2.0219,4.50856
22,8,0.0206958,0.00125234,1.66956,3.52649
22,9,0.0401404,0.00214332,1.26131,2.47231
22,10,0.069,0.00923176,0.908191,1.68645
22,11,0.143681,0.0254522,0.773885,1.62943
22,12,0.177378,0.031877,0.873624,2.20305
22,13,0.176456,0.027848,1.14334,3.12097
22,14,0.059492,0.0196443,1.59435,4.37047
22,15,0.0323013,0.0162201,1.79345,4.71074
22,16,0.0329825,0.0130789,1.78975,4.24926
22,17,-0.0285326,0.00814046,1.88696,4.0562
22,18,-0.0854257,0.00434237,2.06172,4.20876
22,19,-0.133003,0.00264297,2.24814,4.52275
22,20,-0.146484,0.00232165,2.359,4.66651
