x,y,Gauss_Curvature,OSI,TAWSS [pa],WSS [pa]
7,22,-0.0932082,9.58E-05,2.33479,4.53481
21,72,-0.152774,6.61E-05,2.20486,4.52603
7,66,-0.203705,0.000821322,1.82287,4.52106
19,73,-0.309346,0.000190315,2.25898,4.51773
5,80,-0.141726,0.000432601,2.10129,4.51478
6,53,0.0961751,0.00502638,1.79503,4.51297
5,22,-0.248358,0.00013955,2.34707,4.50916
16,26,-1.12275,0.000134618,2.2936,4.49444
9,83,-0.0486544,0.000569217,1.93844,4.49401
20,73,-0.242823,0.000127983,2.2244,4.49275
3,0,3.19681,8.42E-06,2.36932,4.48152
1,77,0.0715839,0.000159371,2.16764,4.46825
7,28,-0.463059,3.34E-05,2.2861,4.46691
4,48,0.0273942,0.0160561,1.65525,4.45815
17,49,0.177906,0.00184468,2.06195,4.45296
2,64,0.159212,0.00104085,1.93138,4.45203
5,54,0.352597,0.00123885,1.87656,4.45065
17,34,-0.332139,0.000185566,2.21271,4.4465
5,86,-0.15611,0.000218495,2.08837,4.44171
4,58,0.0575168,0.00162123,1.86048,4.43307
22,104,-0.191982,0.00410943,1.84318,4.42632
10,23,-0.211257,6.07E-06,2.26022,4.40284
14,43,-1.00571,0.000103775,2.1364,4.4004
7,72,0.158289,0.000480785,1.9687,4.39966
20,46,-0.00832597,0.00493376,1.95013,4.38191
18,47,0.232044,0.00289642,1.92082,4.38
18,56,0.0581517,0.00130879,1.79515,4.37329
9,97,0.262924,0.00240713,1.84193,4.37089
6,72,-0.0803599,0.000181777,1.97608,4.35679
4,73,-0.363007,0.000104777,1.93602,4.35086
5,0,5.168,7.97E-06,2.31934,4.34355
17,48,-0.334066,0.00140193,1.99793,4.34355
13,21,-0.158267,0.000294528,2.23384,4.34338
0,57,0.049944,0.000348377,1.78918,4.33801
8,52,0.173645,0.00920669,1.89841,4.33121
6,22,-0.14661,0.000125322,2.23901,4.32859
13,79,-0.115973,0.00322238,1.70576,4.32178
0,67,-0.0704853,0.000158906,2.10843,4.31379
11,100,0.0628854,0.00143785,1.94044,4.31059
19,55,0.0509832,0.00168024,1.8286,4.30398
11,23,-0.334992,2.75E-05,2.20224,4.30254
6,66,-0.119699,0.00123021,1.84991,4.29397
19,25,-1.07165,0.000238781,2.38298,4.29151
9,78,-0.146868,0.00147815,1.77323,4.28787
13,27,-0.063782,3.02E-05,2.12934,4.28526
19,34,-0.0559856,0.0011541,2.23905,4.28253
8,50,-0.136557,0.00645069,2.01166,4.28196
14,80,-0.459363,0.00207157,1.94892,4.27531
2,0,3.32126,9.13E-06,2.26429,4.27198
19,45,0.0214187,0.00389996,1.97218,4.25983
1,64,0.313957,0.000792213,1.78866,4.25031
18,57,-0.0233804,0.000855685,1.77272,4.2479
7,65,0.0325824,0.00077337,1.70569,4.24241
17,101,0.0235858,0.0030635,1.99859,4.23301
9,101,-0.390219,0.00128718,1.77774,4.22918
8,57,-0.152889,0.00140268,1.71496,4.22194
17,103,-0.316801,0.000476842,2.08047,4.21588
12,27,-0.142058,1.27E-05,2.09251,4.20989
22,24,-0.162835,1.46E-05,2.25082,4.20456
6,92,-0.298601,0.00168961,1.9583,4.20073
7,53,-0.248821,0.0104082,1.74037,4.1911
10,84,0.0113916,0.000513336,1.86669,4.18915
11,89,-0.149525,0.00135373,1.81811,4.18877
14,89,-0.0145351,0.00284303,1.93032,4.17217
12,100,-0.129414,0.00154342,1.91914,4.16675
18,105,-0.0195299,0.000671254,1.90419,4.16552
12,91,0.16602,0.00261783,1.88672,4.16529
4,79,-0.147315,0.000319441,1.99509,4.16254
0,51,0.0303163,0.00154028,1.7899,4.15687
13,101,0.0769014,0.000279055,2.01214,4.15477
12,104,0.141506,0.000471396,1.86756,4.14785
11,98,-0.195892,0.00131288,1.8911,4.14006
15,89,-0.00256436,0.00193964,1.91229,4.13998
18,104,-0.123781,0.000605291,1.92342,4.13865
6,63,-0.00941721,0.00185722,1.81042,4.13593
5,46,0.0542577,0.0330319,1.5156,4.13589
3,75,-0.0506308,0.000269723,2.05605,4.1319
17,98,-0.39777,0.00345292,1.85378,4.12348
11,84,-0.0028966,0.00238119,1.77108,4.12338
9,85,-0.120313,0.000130489,1.89356,4.12139
10,103,-0.356432,0.00102448,1.86289,4.10862
18,51,1.54509,0.00226829,1.76463,4.10833
0,70,0.0933479,0.000143478,2.10384,4.10456
4,78,-0.0302248,0.000422647,1.93093,4.09041
10,45,0.379303,0.00291753,1.94604,4.08663
19,46,0.473431,0.00366029,1.76326,4.08573
10,78,-0.057893,0.00460623,1.64146,4.0781
13,81,0.395837,0.00584816,1.7968,4.07317
2,49,-0.227897,0.00775539,1.86866,4.07285
9,23,-0.105201,1.68E-05,2.08682,4.06285
20,82,0.0329372,0.00272581,1.94667,4.06051
18,25,-0.331978,0.000150613,2.21942,4.06013
6,84,-0.0508527,0.000413018,1.87996,4.05164
6,65,-0.040846,0.00184794,1.73289,4.04869
22,59,-0.215485,0.000325307,1.81985,4.04653
11,36,-0.772401,0.000167861,2.14364,4.04332
0,24,-0.0487713,8.93E-06,2.15822,4.04282
1,0,6.13775,1.03E-05,2.15388,4.02933
13,86,0.0174134,0.00277279,1.80264,4.02736
8,85,-0.212608,0.000322016,1.95803,4.02642
20,57,0.0211524,0.000557134,1.82721,4.02512
8,51,0.186477,0.00759169,1.81007,4.02398
5,53,0.444176,0.00233363,1.74873,4.02129
9,22,-0.0123456,2.64E-05,2.07337,4.01416
5,64,-0.0707887,0.00149413,1.82391,4.01358
7,60,0.0277687,0.00210072,1.68497,4.00921
14,21,-0.0135445,0.00057342,2.08251,4.00853
10,80,0.0210725,0.00149893,1.71206,4.00717
18,45,-0.51085,0.00289349,1.92185,4.00243
10,50,-0.0472808,0.00285847,1.95884,4.00061
3,58,0.0884785,0.00116308,1.67198,3.99773
14,101,0.619746,0.000343745,1.922,3.9968
1,58,0.150154,0.000559887,1.62771,3.99469
21,103,-0.109354,0.00482675,1.67651,3.99417
14,85,0.0310625,0.0038064,1.80272,3.99346
8,82,0.165686,0.000214531,1.75874,3.9895
22,70,-0.0778726,9.64E-05,2.1113,3.98663
5,63,0.0172514,0.00141099,1.8214,3.98386
8,36,-0.460302,0.000252205,2.0799,3.98261
9,82,0.0016758,0.00109731,1.70935,3.97918
19,58,-0.00589911,0.000936306,1.76917,3.97636
11,47,-0.0547083,0.00366993,1.96613,3.96973
3,85,-0.130951,0.000213413,1.97268,3.969
7,27,0.0998571,7.37E-05,2.02829,3.96828
17,41,-0.0580116,0.000380805,1.93702,3.96061
3,72,-0.190883,0.000239416,1.84234,3.95996
22,103,-0.0782758,0.00816624,1.58605,3.95559
10,36,-0.729202,0.000222384,2.04864,3.95186
10,29,0.144532,2.26E-05,1.97309,3.95116
12,21,-0.36627,9.14E-05,2.06169,3.94769
18,54,-0.0813861,0.00176071,1.70909,3.94317
8,88,-0.0957124,0.000451397,1.79951,3.94181
9,46,-0.428315,0.00180583,1.93404,3.9416
3,64,-0.257708,0.000361093,1.85281,3.94096
6,46,-0.16366,0.0185633,1.72741,3.93976
10,27,-0.0714852,4.30E-06,1.98795,3.93662
21,50,0.070828,0.00482212,1.71471,3.9351
16,45,-0.623673,0.0011953,1.84327,3.92633
9,28,0.0775335,4.37E-05,1.9961,3.92144
3,73,0.0642582,0.000277626,1.81748,3.91775
14,32,-0.015359,0.000140565,1.97692,3.91691
10,89,-0.0267874,0.000553566,1.74779,3.91207
15,105,-0.00339606,0.000482126,1.89715,3.91132
14,27,-0.049882,4.85E-05,1.9752,3.90791
5,58,0.17978,0.0019195,1.6844,3.90559
10,22,-0.017447,1.46E-05,2.01048,3.90551
5,82,-0.115496,0.00035933,1.889,3.90274
6,0,5.92459,9.17E-06,2.10176,3.90127
18,50,0.386834,0.0028188,1.77641,3.89784
17,45,-0.651555,0.00209475,1.86293,3.89714
4,77,-0.116683,0.000551453,1.84327,3.89477
3,77,-0.144475,0.000233936,1.9256,3.89274
21,57,0.255215,0.000549588,1.74915,3.89143
20,58,-0.168842,0.000473917,1.81081,3.88567
7,71,-0.0206742,0.00103885,1.71071,3.88018
2,23,-0.0865321,4.71E-05,2.05684,3.87728
12,26,-0.0673219,1.46E-05,1.95549,3.87726
8,21,0.0702674,0.000102136,2.04579,3.87401
1,72,-0.0296626,0.000158824,1.99295,3.8704
6,57,-0.00587918,0.00191349,1.59827,3.86296
14,78,-0.107112,0.0063449,1.55722,3.8596
17,47,0.516904,0.00159358,1.75618,3.85458
5,57,0.10945,0.00156079,1.68512,3.85156
13,103,-0.534294,0.000665732,1.88072,3.8505
12,50,-0.359608,0.000501874,2.07619,3.84858
12,79,-0.351086,0.00441425,1.59154,3.84458
0,0,5.11473,8.89E-06,2.0643,3.84393
7,97,-0.457147,0.000562646,1.80109,3.84248
8,71,-0.195239,0.000642715,1.60146,3.83765
11,27,-0.0204542,5.51E-06,1.93166,3.834
12,46,-0.137666,0.00210179,2.10088,3.82926
8,65,-0.0176128,0.00151311,1.49893,3.82095
6,23,-0.136537,0.00013792,1.99234,3.81791
9,29,-0.496221,9.76E-05,1.9761,3.81553
14,90,0.0123215,0.002902,1.77135,3.81217
18,73,0.134126,0.000374535,1.92798,3.80956
9,89,0.168837,0.000529936,1.72028,3.80593
7,21,-0.132075,0.000242615,1.97941,3.80535
21,64,-0.0392963,0.000744306,1.72191,3.80443
7,23,-0.0953482,0.000111655,1.9771,3.8018
20,105,-0.076411,0.00169633,1.72437,3.80174
14,49,-0.66711,0.000328956,2.19417,3.80146
9,26,-0.0608504,9.28E-06,1.91968,3.80106
0,21,-0.240707,4.64E-05,2.01273,3.79806
9,48,-0.0798143,0.0021221,1.88004,3.79015
8,23,0.0223776,7.78E-05,1.95848,3.78718
22,21,-0.190257,3.92E-05,2.02203,3.78323
13,22,-0.115057,0.00024343,1.96771,3.78178
3,71,0.231578,0.000148788,1.77012,3.78113
22,54,-0.275458,0.00171413,1.72487,3.78077
4,72,-0.20444,8.24E-05,1.72019,3.77843
18,55,0.147783,0.00181696,1.58101,3.76842
21,71,-0.0703226,0.000286957,1.83546,3.7522
21,24,-0.278424,1.05E-05,2.04309,3.74709
7,62,-0.111259,0.00193731,1.55697,3.73288
11,26,-0.0906931,6.35E-06,1.89724,3.73219
18,106,-0.0138079,0.000800994,1.70015,3.73159
12,23,-0.242989,0.000111964,1.92049,3.73075
16,35,0.108232,0.000411142,1.80637,3.72937
1,60,-0.0964008,0.000238583,1.63918,3.72894
13,106,-0.0574501,0.00073191,1.7242,3.71879
13,49,-0.0362658,0.000803644,2.13429,3.71736
11,52,-0.0561549,0.000784258,1.96427,3.71383
6,67,-0.0016546,0.00102454,1.70029,3.71004
8,94,-0.378025,0.000978519,1.633,3.70426
20,56,-0.060842,0.000718757,1.68967,3.70354
7,81,0.0427963,0.000596778,1.65171,3.69995
16,89,-0.0380623,0.00202216,1.76189,3.69733
7,63,-0.0503778,0.00121952,1.5317,3.69666
20,25,-0.558101,9.20E-05,2.08874,3.69528
11,29,0.0557901,2.97E-05,1.83872,3.68983
15,44,-0.290501,0.00432743,2.039,3.68825
19,44,-0.032497,0.00573338,1.6983,3.68538
12,99,-0.115488,0.00150164,1.82643,3.68058
8,24,-0.126798,6.55E-05,1.89842,3.67511
3,78,-0.0918159,0.000301997,1.82205,3.67374
20,49,0.0617273,0.00505154,1.62254,3.67349
5,69,0.00154808,0.000353898,1.72285,3.67248
8,26,-0.00939221,0.000100398,1.85946,3.67037
9,24,-0.0664133,1.51E-05,1.89007,3.6687
21,82,-0.0559795,0.00170402,1.80753,3.66775
1,67,0.203814,0.00039941,1.76531,3.66429
18,103,-0.222031,0.000910074,1.76898,3.65927
17,46,-0.414281,0.00233955,1.7568,3.65836
10,26,0.00782768,2.72E-06,1.86976,3.65763
21,73,-0.0598389,0.000107054,1.8307,3.65671
14,106,-0.0144227,0.000600082,1.74468,3.65539
16,52,-0.537403,0.000435151,1.96977,3.64158
12,85,0.00330617,0.00268575,1.63898,3.63823
22,50,0.0318295,0.00459583,1.61704,3.63805
19,83,-0.203554,0.00182366,1.71106,3.63798
4,68,0.0554502,0.000228488,1.67498,3.63733
19,62,-0.0718834,0.00118149,1.74223,3.63587
11,78,-0.0317685,0.00902668,1.37633,3.63512
12,105,-0.178347,0.000199345,1.59209,3.62801
16,47,-0.614839,0.00120422,1.81629,3.62171
16,43,-1.02944,0.000875418,1.87644,3.61514
6,79,-0.172619,0.000731663,1.65603,3.61481
3,23,-0.152369,7.12E-05,1.91784,3.61133
22,71,-0.283025,8.83E-05,1.88516,3.60848
10,62,-0.145186,0.00136747,1.34623,3.60816
20,67,0.260167,0.00135376,1.66619,3.60707
21,63,-0.0213837,0.00124435,1.64502,3.60612
21,56,-0.00630078,0.000814336,1.6336,3.60519
22,66,-0.0482927,0.000882501,1.77626,3.60372
11,48,-0.0163758,0.00398485,1.75219,3.60364
9,81,-0.019441,0.000956505,1.53066,3.6026
6,25,-0.00530161,0.000128853,1.87334,3.60018
9,64,-0.0623417,0.00138297,1.34667,3.59606
4,64,-0.1337,0.000549279,1.67517,3.59231
11,90,-0.0486174,0.00107057,1.63823,3.58792
18,72,0.0488961,0.000136483,1.78782,3.58687
7,96,0.00638332,0.0014003,1.65758,3.58372
5,68,-0.0062551,0.000457293,1.69278,3.5824
16,88,-0.0935872,0.0026816,1.70193,3.57989
19,71,0.0643439,0.000225806,1.71861,3.57531
12,30,-0.560358,5.80E-05,1.83032,3.57423
10,48,-0.060807,0.00245624,1.74637,3.57414
9,93,0.0959907,0.000306435,1.60193,3.57221
21,105,-0.100092,0.0022539,1.56895,3.56696
12,108,-0.063676,8.09E-05,1.49131,3.5658
2,81,-0.0654848,0.000255016,1.82109,3.56551
4,98,-0.0976493,0.00650526,1.61306,3.563
19,102,-0.226639,0.00414192,1.65264,3.56291
2,72,0.02049,0.000366812,1.78772,3.56224
13,90,-0.0495405,0.00172816,1.64979,3.55863
11,30,-1.05158,0.00163534,1.84296,3.55393
20,83,-0.0862765,0.00271361,1.74337,3.55329
13,31,-0.347148,8.01E-05,1.75833,3.55293
3,86,-0.500449,0.00021205,1.84656,3.55172
12,49,-0.219266,0.00168267,1.8988,3.54773
22,0,4.73966,1.02E-05,1.90922,3.54694
12,84,0.0119428,0.00382577,1.54311,3.5459
16,42,-0.233727,0.000347129,1.74521,3.54407
22,67,-0.541602,0.00114719,1.71131,3.54214
15,51,-0.764111,0.000307839,1.91383,3.53964
16,99,0.26524,0.0037473,1.64052,3.53717
22,75,0.0567397,0.000179764,1.81807,3.53399
15,88,-0.0438787,0.00359983,1.61479,3.53335
20,0,4.73982,4.89E-06,1.89048,3.52657
9,103,-0.199633,0.000516981,1.63289,3.52592
16,46,-0.0214583,0.00196857,1.71147,3.52025
