y,x,Gauss_Curvature,OSI,TAWSS [pa],WSS [pa]
37,6,-0.120428,0.00102575,1.72371,3.49344
37,7,-0.391197,0.00119146,1.41704,2.8903
37,8,-0.0213837,0.00124435,1.64502,3.60612
37,9,0.173538,0.00182245,1.34307,3.16753
37,10,0.013107,0.00178684,0.831526,1.81876
37,11,0.196672,0.00217229,0.759443,1.64247
37,12,0.418559,0.00291431,0.887531,1.90725
37,13,-0.136673,0.00149014,1.11929,2.25975
37,14,0.119769,0.000880006,1.40622,2.91022
37,15,0.0172514,0.00141099,1.8214,3.98386
37,16,-0.00941721,0.00185722,1.81042,4.13593
37,17,-0.0503778,0.00121952,1.5317,3.69666
37,18,-0.098219,0.00151772,1.74019,4.68133
37,19,-0.103528,0.00121697,1.73096,4.94723
37,20,-0.173433,0.00117631,1.14933,2.96623
37,21,-1.22861,0.00131469,0.517854,0.957995
37,22,-0.0865899,0.00442341,0.422582,0.45611
38,0,-0.0278518,0.02498,0.198843,0.128993
38,1,-0.146768,0.0112369,0.212381,0.154969
38,2,-0.0420416,0.00136615,0.396413,0.495152
38,3,-0.0384582,0.00245544,0.645172,1.10847
38,4,-0.0181647,0.00318513,0.614383,1.20018
38,5,-0.0253201,0.0028261,0.679044,1.32845
38,6,-0.0937178,0.0015928,1.35373,2.69426
38,7,0.177841,0.00121323,1.41103,2.90852
38,8,-0.0392963,0.000744306,1.72191,3.80443
38,9,-0.0852245,0.000502578,2.24754,5.31008
38,10,-0.00126255,0.000547645,2.12665,5.0756
38,11,0.313957,0.000792213,1.78866,4.25031
38,12,0.159212,0.00104085,1.93138,4.45203
38,13,-0.257708,0.000361093,1.85281,3.94096
38,14,-0.1337,0.000549279,1.67517,3.59231
38,15,-0.0707887,0.00149413,1.82391,4.01358
38,16,0.0294507,0.00198401,1.56032,3.51839
38,17,0.400885,0.00118964,1.34718,3.22143
38,18,0.00407127,0.00137428,1.7363,4.55888
38,19,-0.0623417,0.00138297,1.34667,3.59606
38,20,0.0302518,0.00260733,0.619675,1.39891
38,21,0.464276,0.0136572,0.230534,0.316621
38,22,0.189915,0.0174055,0.245591,0.268085
39,0,0.247428,0.0278208,0.191405,0.231034
39,1,0.175049,0.0097993,0.251347,0.252083
39,2,-0.0177159,0.000601286,0.437845,0.575835
39,3,-0.112174,0.00109235,0.684581,1.13897
39,4,-0.226052,0.00188649,0.786661,1.54171
39,5,-0.0144758,0.00211173,0.794032,1.5884
39,6,-0.03483,0.00177826,1.15437,2.29468
39,7,-0.0840754,0.00138399,1.45038,2.98066
39,8,-0.343488,0.000484804,1.54961,3.3162
39,9,0.261062,0.00032711,3.04067,6.86342
39,10,-0.263947,0.000105951,3.2093,7.35118
39,11,-0.326778,0.000123366,3.03617,7.06931
39,12,-0.176888,0.000398639,2.08988,4.60597
39,13,0.508496,0.000371574,1.30982,2.72899
39,14,-0.203577,0.00042671,1.51595,3.17111
39,15,-0.0892713,0.00130506,1.52854,3.32079
39,16,-0.040846,0.00184794,1.73289,4.04869
39,17,0.0325824,0.00077337,1.70569,4.24241
39,18,-0.0176128,0.00151311,1.49893,3.82095
39,19,0.00237622,0.0023788,0.887835,2.19109
39,20,0.0826512,0.00891748,0.358183,0.712031
39,21,0.24776,0.0295749,0.224008,0.414003
39,22,-0.0722993,0.0236527,0.273195,0.502985
40,0,-0.0716605,0.0115571,0.358372,0.525099
40,1,-0.327139,0.0030621,0.366912,0.463335
40,2,0.0228838,0.000772161,0.401254,0.540245
40,3,-0.0530774,0.000554923,0.499156,0.787159
40,4,-0.283439,0.00145596,0.788081,1.53061
40,5,-0.24849,0.00182159,0.815088,1.60578
