x,y,Gauss_Curvature,OSI,TAWSS [pa],WSS [pa]
2,48,-0.320241,0.00663292,2.29725,4.81899
15,104,-0.0246662,0.000403714,2.22739,4.80475
14,96,-0.177361,0.000442812,2.28386,4.80228
2,64,-0.0925041,0.000134605,2.38011,4.79628
12,41,-2.18728,0.0022792,2.59029,4.79615
6,54,0.0109343,0.00152834,2.12617,4.79599
17,104,-0.0155115,0.000456056,2.28409,4.79532
13,102,-0.127955,0.000173955,2.05228,4.778
6,41,-1.42961,0.0254433,1.72498,4.77003
11,40,-0.509469,0.00414332,2.39055,4.76822
11,41,2.81887,0.00290621,2.36248,4.76572
14,103,-0.0202951,0.000152709,2.13486,4.75171
17,97,-0.463259,0.000571389,2.241,4.72124
4,55,-0.399675,0.000458519,2.1328,4.72006
21,99,0.454491,0.00128639,2.16897,4.70961
14,75,-1.14101,0.00348825,2.44996,4.70309
22,43,0.443734,0.00110403,2.07991,4.69483
20,45,0.231485,0.00325784,1.95137,4.68716
0,46,-0.0171683,0.00113131,2.08978,4.67521
19,96,-0.930982,0.0031475,2.11655,4.66972
10,0,8.04245,1.68E-05,2.49583,4.66392
5,80,-1.74058,0.000264175,2.22354,4.64229
3,70,-0.821065,0.000145701,2.1773,4.62462
8,88,-1.67544,0.000970234,2.03534,4.62406
18,104,-0.0293715,0.000299682,2.20033,4.62235
5,64,0.485792,0.000161267,2.00789,4.62195
9,42,-0.33645,0.00417897,2.29694,4.61948
12,45,0.755318,0.00149427,2.42446,4.6107
20,43,1.23103,0.00269087,2.00077,4.60285
22,42,-0.91961,0.000693213,2.08382,4.60195
20,51,-0.082534,0.0013262,1.8441,4.57822
12,97,-0.862219,0.000581151,1.99144,4.57472
20,97,0.26708,0.00294836,2.05551,4.55257
8,55,0.230114,0.0021982,1.95101,4.5412
21,52,-0.115055,0.000637373,2.01683,4.53927
15,21,-0.0229423,7.66E-05,2.40595,4.52085
20,0,6.00637,1.64E-05,2.44791,4.50656
10,57,-0.528449,0.00183619,1.86055,4.50197
1,46,0.0215169,0.00140474,1.95702,4.49596
4,54,-0.366648,0.000397765,1.98917,4.48636
17,96,-1.48079,0.00149347,2.18231,4.48077
14,21,-0.543747,6.93E-05,2.34367,4.47933
13,97,-1.07026,0.000680548,2.07822,4.47433
21,68,-0.384457,0.000106246,2.00641,4.46573
20,57,0.0970946,0.00115147,1.93704,4.45924
11,47,-0.222822,0.00189638,2.26411,4.41383
7,61,-0.547632,0.00108265,1.89598,4.40747
19,104,-0.0444051,0.000206798,2.08522,4.39865
7,77,-0.152251,0.000433603,2.15759,4.39434
7,56,-0.866243,0.00199941,1.95039,4.39073
20,53,-0.482876,0.00104943,1.81567,4.3476
6,74,-0.915197,0.000478703,2.07238,4.3408
8,80,2.40461,0.000143142,1.99346,4.3306
4,50,-1.05149,0.0047775,2.07973,4.32304
9,43,-0.565473,0.00476275,2.03969,4.31859
9,89,-0.701118,0.000949448,1.87238,4.31654
3,72,-0.612599,0.000212976,2.01183,4.31555
1,61,-0.914096,0.000465181,2.06086,4.31382
1,66,-0.617701,7.21E-05,2.10583,4.30447
21,41,-0.742763,0.00691903,1.7951,4.30045
18,45,-0.229116,0.00192484,2.11267,4.29901
22,19,-0.685719,5.36E-05,2.42109,4.29233
8,53,-0.135335,0.000816729,1.81436,4.28623
19,40,-0.802591,0.00390827,1.98303,4.27551
2,73,-0.929009,0.000181198,2.03716,4.27453
19,103,-0.0472633,0.00029535,2.0067,4.26973
1,53,-0.146153,0.000628932,1.93098,4.26506
18,101,0.317778,0.000608057,1.94931,4.25954
16,38,-0.709495,0.000348984,2.26223,4.24263
0,99,-0.958136,0.00324219,1.94052,4.2382
8,47,-0.736716,0.0100963,1.9427,4.2381
7,45,1.20111,0.00738082,1.87615,4.23326
20,29,0.313118,0.000711894,2.28489,4.22453
8,43,0.114352,0.00363716,1.90075,4.2206
5,17,-0.876704,0.000110653,2.33145,4.21835
9,31,1.68119,0.000208863,2.31642,4.21616
8,52,-0.295742,0.0012244,1.80316,4.21321
9,58,0.0155959,0.00169152,1.79192,4.21268
12,74,0.83232,0.00395541,2.1309,4.21086
21,51,-0.452966,0.00110615,1.87773,4.20407
2,50,0.192855,0.000719288,1.96332,4.20077
22,67,0.675899,6.20E-05,1.84933,4.1927
19,48,-0.0131059,0.00148569,1.84961,4.17631
16,105,-0.00621841,0.000568141,2.00609,4.17553
6,82,-0.277173,0.000406852,2.03968,4.17244
19,42,-0.513027,0.00352131,1.78246,4.17049
12,80,0.472901,0.000771035,2.09642,4.1538
9,80,-0.742529,0.000326292,2.05878,4.15158
7,51,0.206037,0.00078816,1.85029,4.14728
14,44,0.541446,0.000820462,2.40348,4.14697
0,54,-0.219541,0.000595911,1.92946,4.13127
21,45,-0.0193342,0.00418223,1.78372,4.13066
8,48,-0.628388,0.00597318,1.88762,4.12168
13,75,-0.521315,0.00233449,2.18797,4.11527
18,46,-0.879919,0.00108044,2.05496,4.11334
6,40,-0.0262581,0.0287602,1.51561,4.11134
17,105,-0.0110106,0.000482814,1.99817,4.10455
6,81,-0.00352937,0.000361827,1.93448,4.10146
7,50,0.799556,0.000672555,1.80079,4.09814
4,72,-1.29559,0.000163339,1.96886,4.0898
17,46,0.0819816,0.000345092,2.13853,4.08145
17,40,0.52931,0.00133626,2.01913,4.07625
10,22,0.0257022,2.23E-05,2.11216,4.07338
10,58,-0.156966,0.00165588,1.71997,4.07142
9,92,-1.147,0.00125532,1.73137,4.06573
9,52,-0.248763,0.00113529,1.86965,4.06166
8,22,0.160919,3.59E-05,2.08587,4.06057
20,41,1.47489,0.002293,1.61934,4.05794
18,40,-2.20968,0.00223792,2.06486,4.05746
18,36,-0.0276445,0.000707496,1.97901,4.05612
15,105,-0.00205239,0.000441145,1.91292,4.05406
8,76,-0.862929,0.000829784,1.86267,4.05394
19,37,-0.153717,0.00153126,2.06909,4.05279
7,60,0.0592594,0.00206014,1.76306,4.05206
5,68,-0.305548,0.000140141,1.8092,4.04672
8,61,-0.338016,0.00078392,1.66077,4.03341
20,40,0.427357,0.00453488,1.73196,4.02984
9,23,-0.140731,3.01E-05,2.09316,4.01505
0,19,-0.533049,5.28E-05,2.23946,4.01416
0,59,-0.0180991,0.000959137,1.70845,4.0089
12,39,-0.323298,0.00299971,2.36702,3.99581
19,15,-0.01634,1.99E-06,2.17805,3.97968
18,105,-0.0167952,0.000307704,1.93647,3.9793
14,104,-0.0180281,0.000141294,1.83161,3.9773
16,98,-4.62E-08,0.00129396,1.94405,3.96832
0,53,0.275696,0.000514308,1.81828,3.96071
12,102,-0.0749746,0.000438538,1.72247,3.95767
20,44,-1.02552,0.00537025,1.83065,3.95614
20,100,0.367869,0.00116895,1.87802,3.95577
10,50,0.606718,0.00197691,2.00552,3.95573
10,18,-0.192491,3.12E-05,2.13499,3.95336
9,82,-0.385127,0.000989246,1.88998,3.94332
7,80,-0.8949,0.000291732,1.83789,3.94304
20,104,-0.101974,0.000146391,1.87452,3.92628
22,46,0.286072,0.00178561,1.80595,3.92416
20,54,0.677107,0.00116892,1.69543,3.92275
11,18,-1.40529,4.59E-05,2.10708,3.9191
9,44,0.403824,0.00357066,1.89263,3.91851
19,105,-0.0344494,0.000196817,1.90111,3.9139
7,62,-1.31E-08,0.000873777,1.72401,3.90836
6,75,-0.173293,0.000454315,1.89264,3.90552
8,57,0.114376,0.00190217,1.70956,3.90116
13,21,-0.567443,2.70E-05,2.04244,3.8966
13,1,-0.000461747,6.77E-07,2.02842,3.88931
2,51,-0.789927,0.000364426,1.78344,3.88872
20,50,-0.598142,0.00182531,1.59686,3.88563
22,98,-0.383739,0.00300601,1.74868,3.8852
10,42,-1.51258,0.000973663,2.02331,3.88368
10,93,-0.0838578,0.00112946,1.74005,3.8773
14,1,0.0111861,5.63E-07,2.02071,3.87449
22,99,-2.52798,0.00131008,1.8742,3.87383
4,70,0.292367,0.000354813,1.8841,3.87283
15,44,-1.34041,0.000261014,2.17917,3.87152
9,47,1.21933,0.00717543,1.77476,3.8679
21,77,0.595915,0.00255908,1.943,3.86117
18,43,-1.19912,0.00123359,1.81926,3.85773
4,66,-0.173623,0.000165071,1.78047,3.8545
5,74,-0.891682,0.000294533,1.87373,3.85219
10,78,-0.0261969,0.000397681,1.7787,3.85115
6,64,-0.78193,0.000267284,1.71467,3.84898
7,53,0.0340312,0.00175701,1.6846,3.84553
15,99,-0.935904,0.0009622,1.90646,3.8444
6,50,-0.9264,0.00152798,1.79066,3.83713
11,74,-0.606989,0.00156748,1.97829,3.83462
13,103,-0.0383772,0.000186168,1.70123,3.83145
20,20,-1.78773,7.72E-05,2.25101,3.81927
3,69,0.0149718,0.000290168,1.78431,3.81252
0,52,-0.247307,0.000836824,1.73979,3.81172
0,66,-1.10104,0.000137072,1.84189,3.81114
1,70,-0.353333,0.000135053,1.87179,3.8069
17,41,-0.755523,0.00193724,1.92899,3.79624
7,67,-0.00285111,0.000111743,1.70749,3.79482
22,69,-0.650819,0.000143116,1.73206,3.79387
20,39,-0.543817,0.00625069,1.62193,3.79233
16,84,-0.27253,0.00292319,2.05116,3.78743
7,59,-0.216172,0.00179146,1.69512,3.78423
7,58,-0.0192661,0.00174808,1.69228,3.7814
20,96,0.318983,0.00416916,1.61295,3.77399
15,101,-0.732594,0.000482072,1.78828,3.77285
19,49,-0.720742,0.00163578,1.65211,3.76905
0,102,-0.119861,0.00144134,1.73452,3.7681
9,88,-0.0761743,0.00360598,1.64341,3.7673
10,56,0.349522,0.00514286,1.53594,3.76277
7,41,1.26269,0.0157839,1.68467,3.75872
9,59,0.0168334,0.00158659,1.5243,3.75484
7,49,-0.632453,0.00236887,1.64319,3.75285
10,98,-0.753925,0.000370692,1.81617,3.75242
20,15,-0.198386,5.60E-06,2.06844,3.75213
11,79,-0.63726,0.000201787,1.85738,3.74802
11,42,-1.08114,0.00399114,1.8922,3.74653
12,1,0.00228116,1.95E-06,1.96718,3.74631
20,99,0.0539815,0.00160105,1.76022,3.74534
5,81,-0.282393,0.000215661,1.87028,3.74528
22,77,-0.359233,0.00166673,1.95527,3.74286
21,44,-0.450589,0.00454583,1.84074,3.7395
20,48,0.409363,0.000877373,1.70228,3.73825
6,18,-0.868631,6.34E-05,2.05472,3.73813
13,45,-1.7007,0.00030415,2.12322,3.73599
13,80,-0.173425,0.0023604,1.93546,3.72277
20,14,-0.0221535,3.39E-06,2.03969,3.71799
15,74,-1.3266,0.0028098,1.82499,3.71381
22,53,0.188417,0.000491512,1.67995,3.7098
17,31,0.608702,0.000401823,1.90181,3.70761
6,48,-2.41498,0.000842316,1.75882,3.70265
15,38,-0.177379,9.20E-05,1.97044,3.70009
7,47,-0.376783,0.00525564,1.78933,3.6949
11,45,-1.66599,0.00311875,1.80812,3.69357
9,19,-0.142097,3.36E-05,1.97586,3.68989
9,21,-0.0121251,3.95E-05,1.92845,3.68092
20,58,0.352577,0.00126199,1.69051,3.6809
8,49,0.197666,0.00542243,1.61086,3.67523
7,74,-0.22362,0.000948324,1.7341,3.66784
16,106,-0.00112007,0.000588225,1.78628,3.66676
8,17,-0.200197,3.93E-05,1.96765,3.66462
17,98,-0.508051,0.000730388,1.7827,3.66363
20,103,-0.0759811,0.000206448,1.75246,3.66177
21,64,0.22073,0.000317768,1.6751,3.66005
15,1,0.00633747,2.31E-06,1.92208,3.65906
13,2,-0.00130203,2.30E-07,1.92293,3.65884
14,15,-0.00915205,6.30E-05,1.96037,3.65641
8,56,0.0567586,0.00214103,1.60142,3.64858
8,81,-1.79082,0.0002677,1.70461,3.63849
9,0,6.78536,3.08E-05,1.98262,3.63675
3,76,-0.613454,0.000263378,1.7974,3.63658
14,2,-0.00138174,5.84E-07,1.91154,3.63612
19,16,-0.566139,2.15E-05,2.05616,3.63279
8,91,0.996276,0.0024651,1.67719,3.62828
14,16,-0.00540648,6.25E-05,1.96938,3.62756
21,0,7.3336,1.82E-05,1.99856,3.62034
10,77,-0.0186658,0.000633744,1.71267,3.61983
6,52,-0.216036,0.00174462,1.66282,3.61965
15,106,0.00248749,0.000396604,1.72671,3.61909
9,60,0.22952,0.00156813,1.49795,3.61862
12,75,-0.608713,0.00236492,1.92638,3.61049
19,39,-0.365382,0.00407912,1.62067,3.60952
21,15,-0.174426,2.06E-05,2.00869,3.60932
9,45,-0.292153,0.005176,1.79171,3.60591
15,75,0.64653,0.0020474,1.88888,3.6021
12,2,-0.0088697,8.47E-07,1.89804,3.60047
19,101,-0.569215,0.0008544,1.6553,3.59835
0,58,-0.666133,0.00206176,1.56866,3.59623
7,48,0.921198,0.00257225,1.60919,3.58748
8,42,-0.590286,0.00672287,1.73224,3.58712
3,18,-0.538432,5.48E-05,2.01009,3.58689
19,14,-0.0069182,4.23E-06,1.96036,3.58501
12,95,-0.0624578,0.00253152,1.56702,3.58269
3,44,-0.443,0.0120105,1.57906,3.57969
17,106,-0.00349354,0.000540116,1.77843,3.57678
21,104,-0.0623935,0.000241844,1.72699,3.57658
22,103,-0.0735222,0.000597508,1.70134,3.57279
0,70,0.192427,0.000277297,1.71906,3.5714
6,17,0.121509,7.07E-05,1.96369,3.56305
10,97,0.694296,0.00105971,1.571,3.55949
6,67,-0.303593,9.46E-05,1.62555,3.55746
1,101,-0.088268,0.00405624,1.62452,3.55234
1,102,-0.0613074,0.00291562,1.67268,3.55046
10,83,0.517677,0.000637075,1.75364,3.55012
0,49,0.570828,0.00145793,1.80934,3.54808
13,95,-0.988281,0.00243901,1.69234,3.54667
21,14,-0.052951,8.99E-06,1.9612,3.54575
8,66,-0.155083,0.00112473,1.61549,3.54034
18,20,-1.49165,6.29E-05,2.05548,3.53501
16,21,-1.85139,0.000113184,1.90571,3.53464
8,58,-0.333664,0.00150978,1.5476,3.52993
9,24,-1.46419,0.00156102,1.95003,3.52689
21,78,-0.870407,0.00259602,1.75063,3.51272
18,84,0.00243386,0.00169714,1.72117,3.51147
3,45,-0.0662982,0.00520714,1.65904,3.51101
14,14,-0.00418455,5.10E-05,1.8726,3.51083
5,59,-0.67132,0.000598922,1.67119,3.50988
0,103,-0.0692571,0.00136995,1.65935,3.50884
9,66,0.111564,0.000669785,1.56842,3.49749
21,53,-0.00203323,0.000431001,1.62192,3.49712
13,3,0.0042196,5.80E-07,1.84268,3.49706
21,103,-0.0789321,0.000297912,1.68054,3.49643
5,53,0.0977116,0.00186851,1.64438,3.49611
6,73,0.405053,0.00105425,1.6349,3.49182
1,51,0.48657,0.00242543,1.55775,3.48674
4,43,0.39447,0.0260439,1.3874,3.48556
19,45,-0.385386,0.00321989,1.65403,3.48534
1,54,-0.0478827,0.000498293,1.60982,3.48423
20,105,-0.059655,0.000137653,1.69824,3.47605
6,59,-0.49655,0.000825586,1.60891,3.47044
5,72,0.678912,0.000563083,1.72129,3.46975
22,44,0.0593384,0.00482635,1.72536,3.46623
5,22,-1.02812,0.000180522,1.93344,3.46614
1,59,-0.443087,0.000869563,1.50042,3.46612
13,84,-0.941728,0.00210036,1.8173,3.46554
15,2,-0.00823788,1.88E-06,1.83133,3.46544
11,80,-0.718253,0.000131745,1.73983,3.46505
0,60,0.087698,0.000382792,1.51177,3.46504
12,43,-0.194094,0.00343925,1.8167,3.46484
18,106,-0.00473006,0.000344367,1.73508,3.4645
11,25,-2.62897,0.00273996,1.90013,3.46398
16,80,-0.161819,0.00416702,1.90003,3.4628
20,66,-0.82356,0.000229713,1.55102,3.45923
18,96,-1.05355,0.00306127,1.66818,3.45595
6,51,-0.319314,0.00162204,1.61809,3.45356
14,105,0.0157442,0.00013746,1.6136,3.45062
11,96,0.214761,0.000927222,1.521,3.45034
22,68,0.262221,0.000100675,1.55627,3.44913
12,85,-0.497778,0.000313946,1.77779,3.44776
17,43,-1.92254,0.000734068,1.74087,3.43899
11,1,-0.00673664,4.75E-06,1.82074,3.43355
12,84,-0.00824735,0.000669845,1.76097,3.43118
15,107,0.00206806,0.000344466,1.64865,3.42941
1,52,-0.618461,0.000930342,1.55121,3.42868
4,60,-0.169255,0.000962039,1.65093,3.42797
6,63,0.214014,0.000345542,1.54216,3.42435
4,61,0.559481,0.000547216,1.61523,3.41954
6,66,-0.116224,0.000155821,1.57256,3.41834
19,68,-0.0563084,0.000476817,1.71347,3.41819
14,3,0.00175037,7.48E-07,1.80849,3.41756
7,79,-0.773368,0.000771834,1.69467,3.4157
14,40,-0.0500224,0.00123244,2.06125,3.41453
11,39,-0.595384,0.00834833,1.75957,3.41357
12,3,0.00558622,9.86E-07,1.80051,3.40605
22,15,-0.154933,5.24E-05,1.91688,3.40585
11,78,-0.0149693,0.000813777,1.67201,3.40489
7,63,-1.13E-05,0.000851808,1.55441,3.40447
17,13,-0.0876122,1.85E-06,1.82456,3.39305
7,81,-0.456802,0.000225187,1.59582,3.39296
21,40,0.157292,0.00731441,1.36835,3.39249
12,79,0.516188,0.00106062,1.7277,3.38844
20,83,-1.13828,0.00183086,1.55914,3.38339
17,42,-0.0532105,0.00137248,1.75955,3.38227
13,16,0.013608,0.000168988,1.84151,3.38108
15,108,0.00219157,0.000264905,1.63382,3.38097
19,20,0.0606198,0.000194971,1.96614,3.37479
13,4,0.00813522,4.41E-07,1.78745,3.3742
14,13,0.00464581,2.99E-05,1.80665,3.37274
21,59,0.0432559,0.00173258,1.47306,3.37141
12,98,-0.27649,0.00155778,1.51162,3.37089
11,31,-4.03249,0.000178131,2.07808,3.36786
19,46,2.03984,0.00203401,1.45368,3.36701
0,65,-0.646106,0.000240741,1.77255,3.36673
15,13,-0.0411662,3.37E-05,1.80002,3.36501
19,106,-0.00997971,0.000219506,1.67822,3.36029
4,17,-0.523142,7.26E-05,1.8902,3.35949
10,92,3.65565,0.016181,1.49371,3.3568
10,76,-0.0165563,0.000676077,1.59006,3.35619
2,101,-0.288102,0.0047657,1.60951,3.35581
3,80,0.0887087,0.000212939,1.81949,3.35411
21,62,0.820712,0.00113425,1.32059,3.35375
15,109,-0.00111735,0.000205843,1.62391,3.35287
18,13,-0.0290594,4.63E-06,1.81435,3.34775
0,45,-0.0466061,0.00455109,1.47439,3.33692
21,49,-0.096925,0.00158141,1.63236,3.33397
16,1,-0.00769516,7.68E-06,1.76891,3.32858
10,88,-0.0372657,0.00144814,1.55934,3.32858
16,13,-0.0966256,1.32E-05,1.78101,3.32675
22,14,-0.0366472,1.79E-05,1.85956,3.32603
15,14,-0.0686172,6.82E-05,1.78008,3.32273
18,93,-0.475682,0.00546415,1.63387,3.3215
15,3,0.00393716,1.81E-06,1.76647,3.31687
6,62,-0.240275,0.000469729,1.50653,3.31425
7,87,-0.181851,0.000610461,1.62048,3.31194
22,104,-0.0177798,0.000551492,1.60935,3.31193
3,99,-0.260593,0.00476811,1.65971,3.3106
7,18,-0.58397,4.09E-05,1.82569,3.31012
2,67,-7.86E-05,0.000183017,1.6737,3.30693
7,86,-0.544231,0.0022668,1.55816,3.30648
10,20,-0.823795,8.14E-05,1.79557,3.30642
20,13,0.00971183,5.63E-06,1.8323,3.30433
14,4,-0.000316379,2.46E-06,1.75512,3.30285
7,82,-1.72538,0.000306109,1.56535,3.30221
7,17,-0.108099,3.73E-05,1.82056,3.30187
19,13,0.00474865,3.79E-06,1.81424,3.30165
11,97,-0.301545,0.00130263,1.38156,3.30134
12,4,-0.0049435,1.78E-06,1.75866,3.29858
18,14,-0.0495185,6.32E-06,1.79934,3.2965
19,92,-0.531197,0.0077423,1.49026,3.29631
13,79,-0.127213,0.00317101,1.67303,3.29422
2,44,0.254556,0.00492349,1.49366,3.28984
21,69,-0.659867,0.000520305,1.61969,3.28488
11,2,0.00437185,3.05E-06,1.74565,3.28246
2,75,-0.951778,0.000296174,1.66018,3.27703
16,108,0.00191817,0.000496982,1.62075,3.27334
0,77,-0.968764,0.000804068,1.73393,3.27334
10,41,-3.60531,0.000612308,1.65955,3.27043
14,82,-0.534195,0.00474734,1.78751,3.26851
2,19,-0.362225,6.96E-05,1.85546,3.26173
5,43,1.34424,0.0126021,1.33634,3.26096
13,5,-0.00179796,8.53E-07,1.7327,3.25813
18,1,-0.00133888,1.35E-05,1.764,3.25664
14,95,0.189667,0.00180147,1.63591,3.25504
4,68,-0.214545,0.00068279,1.54269,3.24997
4,73,1.00737,0.000250185,1.57223,3.24746
14,5,0.000333994,1.59E-06,1.73122,3.24559
19,100,-0.322347,0.000821002,1.49934,3.2447
6,65,0.535159,0.000308321,1.51174,3.24461
15,110,0.00118581,0.000161901,1.57621,3.24215
16,101,-0.528766,0.000535627,1.56864,3.24177
19,102,0.0476032,0.000721752,1.54247,3.2378
18,47,-0.132969,0.000300816,1.65787,3.23755
